,date,frequency,happiness,timeseries
255,2019-08-23,164495635.0,5.987,/api/v1/timeseries/3/
256,2019-08-24,152823490.0,5.981,/api/v1/timeseries/3/
257,2019-08-25,155075655.0,5.987,/api/v1/timeseries/3/
258,2019-08-26,160702449.0,5.995,/api/v1/timeseries/3/
259,2019-08-27,164897851.0,5.980,/api/v1/timeseries/3/
260,2019-08-28,172503698.0,5.962,/api/v1/timeseries/3/
261,2019-08-29,168793370.0,5.961,/api/v1/timeseries/3/
262,2019-08-30,160062132.0,5.972,/api/v1/timeseries/3/
263,2019-08-31,159232966.0,5.997,/api/v1/timeseries/3/
264,2019-09-01,166884374.0,5.985,/api/v1/timeseries/3/
265,2019-09-02,168661178.0,5.962,/api/v1/timeseries/3/
266,2019-09-03,170547424.0,5.925,/api/v1/timeseries/3/
267,2019-09-04,178456769.0,5.922,/api/v1/timeseries/3/
268,2019-09-05,174736847.0,5.958,/api/v1/timeseries/3/
269,2019-09-06,168869797.0,5.972,/api/v1/timeseries/3/
270,2019-09-07,162697563.0,5.973,/api/v1/timeseries/3/
271,2019-09-08,160860360.0,5.970,/api/v1/timeseries/3/
272,2019-09-09,168685100.0,5.961,/api/v1/timeseries/3/
273,2019-09-10,164344008.0,5.968,/api/v1/timeseries/3/
274,2019-09-11,172499277.0,5.955,/api/v1/timeseries/3/
275,2019-09-12,168152657.0,5.954,/api/v1/timeseries/3/
276,2019-09-13,161072807.0,5.962,/api/v1/timeseries/3/
277,2019-09-14,155883354.0,5.974,/api/v1/timeseries/3/
278,2019-09-15,164235504.0,5.948,/api/v1/timeseries/3/
279,2019-09-16,172197449.0,5.960,/api/v1/timeseries/3/
280,2019-09-17,171384314.0,5.971,/api/v1/timeseries/3/
281,2019-09-18,170657788.0,5.957,/api/v1/timeseries/3/
282,2019-09-19,168730279.0,5.951,/api/v1/timeseries/3/
283,2019-09-20,165732822.0,5.974,/api/v1/timeseries/3/
284,2019-09-21,155955376.0,5.992,/api/v1/timeseries/3/
285,2019-09-22,166442901.0,5.981,/api/v1/timeseries/3/
286,2019-09-23,177747459.0,5.988,/api/v1/timeseries/3/
287,2019-09-24,190359051.0,5.945,/api/v1/timeseries/3/
288,2019-09-25,189419573.0,5.931,/api/v1/timeseries/3/
