,date,frequency,happiness,timeseries
135,2019-04-07,28711879.0,6.068,/api/v1/timeseries/9/
136,2019-04-08,29159171.0,6.058,/api/v1/timeseries/9/
137,2019-04-09,28593244.0,6.042,/api/v1/timeseries/9/
138,2019-04-10,27509147.0,6.037,/api/v1/timeseries/9/
139,2019-04-11,30781503.0,6.021,/api/v1/timeseries/9/
140,2019-04-12,28036044.0,6.067,/api/v1/timeseries/9/
141,2019-04-13,24634755.0,6.082,/api/v1/timeseries/9/
142,2019-04-14,27791795.0,6.059,/api/v1/timeseries/9/
143,2019-04-15,27268223.0,6.058,/api/v1/timeseries/9/
144,2019-04-16,28269646.0,6.073,/api/v1/timeseries/9/
145,2019-04-17,27860265.0,6.073,/api/v1/timeseries/9/
146,2019-04-18,26122052.0,6.087,/api/v1/timeseries/9/
147,2019-04-19,24522635.0,6.115,/api/v1/timeseries/9/
148,2019-04-20,24198680.0,6.104,/api/v1/timeseries/9/
149,2019-04-21,28182451.0,6.104,/api/v1/timeseries/9/
150,2019-04-22,28019133.0,6.093,/api/v1/timeseries/9/
151,2019-04-23,28204243.0,6.075,/api/v1/timeseries/9/
152,2019-04-24,28000264.0,6.068,/api/v1/timeseries/9/
153,2019-04-25,27895019.0,6.060,/api/v1/timeseries/9/
154,2019-04-26,27724544.0,6.063,/api/v1/timeseries/9/
155,2019-04-27,25231313.0,6.066,/api/v1/timeseries/9/
156,2019-04-28,27044361.0,6.051,/api/v1/timeseries/9/
157,2019-04-29,25914771.0,6.065,/api/v1/timeseries/9/
158,2019-04-30,26078122.0,6.083,/api/v1/timeseries/9/
159,2019-05-01,27451688.0,6.101,/api/v1/timeseries/9/
160,2019-05-02,24927294.0,6.080,/api/v1/timeseries/9/
161,2019-05-03,25735472.0,6.070,/api/v1/timeseries/9/
162,2019-05-04,25952499.0,6.052,/api/v1/timeseries/9/
163,2019-05-05,28941026.0,6.050,/api/v1/timeseries/9/
164,2019-05-06,27235963.0,6.061,/api/v1/timeseries/9/
165,2019-05-07,27285802.0,6.070,/api/v1/timeseries/9/
166,2019-05-08,27614923.0,6.038,/api/v1/timeseries/9/
167,2019-05-09,25103318.0,6.041,/api/v1/timeseries/9/
168,2019-05-10,23939416.0,6.055,/api/v1/timeseries/9/
169,2019-05-11,23504756.0,6.069,/api/v1/timeseries/9/
170,2019-05-12,27049123.0,6.111,/api/v1/timeseries/9/
171,2019-05-13,26131076.0,6.072,/api/v1/timeseries/9/
172,2019-05-14,26557629.0,6.047,/api/v1/timeseries/9/
173,2019-05-15,30170407.0,6.026,/api/v1/timeseries/9/
174,2019-05-16,27284709.0,6.047,/api/v1/timeseries/9/
175,2019-05-17,26859951.0,6.058,/api/v1/timeseries/9/
176,2019-05-18,24857602.0,6.070,/api/v1/timeseries/9/
177,2019-05-19,27439100.0,6.051,/api/v1/timeseries/9/
178,2019-05-20,27361174.0,6.069,/api/v1/timeseries/9/
179,2019-05-21,27914233.0,6.082,/api/v1/timeseries/9/
180,2019-05-22,27348793.0,6.063,/api/v1/timeseries/9/
181,2019-05-23,27639834.0,6.065,/api/v1/timeseries/9/
182,2019-05-24,26455465.0,6.067,/api/v1/timeseries/9/
183,2019-05-25,26745719.0,6.096,/api/v1/timeseries/9/
184,2019-05-26,33044775.0,6.106,/api/v1/timeseries/9/
185,2019-05-27,31879420.0,6.088,/api/v1/timeseries/9/
186,2019-05-28,27053503.0,6.084,/api/v1/timeseries/9/
187,2019-05-29,26499292.0,6.088,/api/v1/timeseries/9/
188,2019-05-30,26791594.0,6.093,/api/v1/timeseries/9/
189,2019-05-31,24170576.0,6.098,/api/v1/timeseries/9/
190,2019-06-01,24779506.0,6.101,/api/v1/timeseries/9/
191,2019-06-02,28764548.0,6.075,/api/v1/timeseries/9/
192,2019-06-03,27413724.0,6.086,/api/v1/timeseries/9/
193,2019-06-04,27581318.0,6.066,/api/v1/timeseries/9/
194,2019-06-05,23690755.0,6.060,/api/v1/timeseries/9/
195,2019-06-06,25046428.0,6.059,/api/v1/timeseries/9/
196,2019-06-07,24020648.0,6.084,/api/v1/timeseries/9/
197,2019-06-08,22701854.0,6.093,/api/v1/timeseries/9/
198,2019-06-09,27816731.0,6.085,/api/v1/timeseries/9/
199,2019-06-10,30100105.0,6.052,/api/v1/timeseries/9/
200,2019-06-11,28453871.0,6.068,/api/v1/timeseries/9/
201,2019-06-12,27998722.0,6.125,/api/v1/timeseries/9/
202,2019-06-13,27245665.0,6.072,/api/v1/timeseries/9/
203,2019-06-14,27568506.0,6.062,/api/v1/timeseries/9/
204,2019-06-15,24465465.0,6.078,/api/v1/timeseries/9/
205,2019-06-16,26302807.0,6.077,/api/v1/timeseries/9/
206,2019-06-17,27502290.0,6.061,/api/v1/timeseries/9/
207,2019-06-18,29212935.0,6.047,/api/v1/timeseries/9/
208,2019-06-19,28171177.0,6.038,/api/v1/timeseries/9/
209,2019-06-20,26518620.0,6.072,/api/v1/timeseries/9/
210,2019-06-21,25582849.0,6.070,/api/v1/timeseries/9/
211,2019-06-22,25076610.0,6.101,/api/v1/timeseries/9/
212,2019-06-23,28007634.0,6.076,/api/v1/timeseries/9/
213,2019-06-24,28773999.0,6.042,/api/v1/timeseries/9/
214,2019-06-25,30353112.0,6.038,/api/v1/timeseries/9/
215,2019-06-26,28387840.0,5.999,/api/v1/timeseries/9/
216,2019-06-27,28449712.0,6.006,/api/v1/timeseries/9/
217,2019-06-28,26005715.0,6.087,/api/v1/timeseries/9/
218,2019-06-29,24946217.0,6.063,/api/v1/timeseries/9/
219,2019-06-30,28722045.0,6.086,/api/v1/timeseries/9/
220,2019-07-01,28779750.0,6.094,/api/v1/timeseries/9/
221,2019-07-02,29732378.0,6.049,/api/v1/timeseries/9/
222,2019-07-03,32568573.0,6.048,/api/v1/timeseries/9/
223,2019-07-04,28555850.0,6.084,/api/v1/timeseries/9/
224,2019-07-05,27711295.0,6.082,/api/v1/timeseries/9/
225,2019-07-06,24645374.0,6.072,/api/v1/timeseries/9/
226,2019-07-07,29432302.0,6.062,/api/v1/timeseries/9/
227,2019-07-08,28069379.0,6.065,/api/v1/timeseries/9/
228,2019-07-09,29526433.0,6.047,/api/v1/timeseries/9/
229,2019-07-10,29879021.0,6.049,/api/v1/timeseries/9/
230,2019-07-11,23046783.0,6.056,/api/v1/timeseries/9/
231,2019-07-12,21517480.0,6.090,/api/v1/timeseries/9/
232,2019-07-13,23228711.0,6.077,/api/v1/timeseries/9/
233,2019-07-14,25297501.0,6.066,/api/v1/timeseries/9/
234,2019-07-15,27808067.0,6.089,/api/v1/timeseries/9/
235,2019-07-16,30165575.0,6.069,/api/v1/timeseries/9/
236,2019-07-17,30966911.0,6.058,/api/v1/timeseries/9/
237,2019-07-18,28536759.0,6.070,/api/v1/timeseries/9/
238,2019-07-19,26268246.0,6.061,/api/v1/timeseries/9/
239,2019-07-20,25513470.0,6.040,/api/v1/timeseries/9/
240,2019-07-21,26488662.0,6.050,/api/v1/timeseries/9/
241,2019-07-22,28652815.0,6.068,/api/v1/timeseries/9/
242,2019-07-23,29840885.0,6.078,/api/v1/timeseries/9/
243,2019-07-24,28547699.0,6.030,/api/v1/timeseries/9/
244,2019-07-25,29400794.0,6.033,/api/v1/timeseries/9/
245,2019-07-26,28594401.0,6.053,/api/v1/timeseries/9/
246,2019-07-27,25897460.0,6.054,/api/v1/timeseries/9/
247,2019-07-28,27228432.0,6.048,/api/v1/timeseries/9/
248,2019-07-29,29094544.0,6.041,/api/v1/timeseries/9/
249,2019-07-30,30732347.0,6.021,/api/v1/timeseries/9/
250,2019-07-31,30320038.0,6.056,/api/v1/timeseries/9/
251,2019-08-01,29240683.0,6.078,/api/v1/timeseries/9/
252,2019-08-02,27211066.0,6.046,/api/v1/timeseries/9/
253,2019-08-03,25294066.0,6.076,/api/v1/timeseries/9/
254,2019-08-04,28545197.0,6.055,/api/v1/timeseries/9/
255,2019-08-05,28031183.0,6.044,/api/v1/timeseries/9/
256,2019-08-06,29370983.0,6.059,/api/v1/timeseries/9/
257,2019-08-07,29323740.0,6.051,/api/v1/timeseries/9/
258,2019-08-08,26668544.0,6.050,/api/v1/timeseries/9/
259,2019-08-09,24919712.0,6.057,/api/v1/timeseries/9/
260,2019-08-10,23704733.0,6.071,/api/v1/timeseries/9/
499,2019-08-11,26097617.0,6.137,/api/v1/timeseries/9/
261,2019-08-12,27379272.0,6.074,/api/v1/timeseries/9/
262,2019-08-13,28217176.0,6.061,/api/v1/timeseries/9/
263,2019-08-14,27403199.0,6.065,/api/v1/timeseries/9/
264,2019-08-15,26570418.0,6.050,/api/v1/timeseries/9/
265,2019-08-16,25228898.0,6.091,/api/v1/timeseries/9/
266,2019-08-17,23545041.0,6.072,/api/v1/timeseries/9/
267,2019-08-18,25209580.0,6.080,/api/v1/timeseries/9/
268,2019-08-19,28439513.0,6.064,/api/v1/timeseries/9/
269,2019-08-20,33024200.0,6.014,/api/v1/timeseries/9/
270,2019-08-21,30726647.0,6.049,/api/v1/timeseries/9/
271,2019-08-22,29501875.0,6.077,/api/v1/timeseries/9/
272,2019-08-23,28756342.0,6.074,/api/v1/timeseries/9/
273,2019-08-24,25040041.0,6.071,/api/v1/timeseries/9/
274,2019-08-25,27407426.0,6.080,/api/v1/timeseries/9/
275,2019-08-26,27953278.0,6.072,/api/v1/timeseries/9/
276,2019-08-27,29000003.0,6.069,/api/v1/timeseries/9/
277,2019-08-28,29100045.0,6.054,/api/v1/timeseries/9/
278,2019-08-29,27765379.0,6.071,/api/v1/timeseries/9/
279,2019-08-30,25946003.0,6.073,/api/v1/timeseries/9/
280,2019-08-31,25297648.0,6.113,/api/v1/timeseries/9/
281,2019-09-01,28322723.0,6.091,/api/v1/timeseries/9/
282,2019-09-02,29356981.0,6.062,/api/v1/timeseries/9/
283,2019-09-03,29215381.0,6.055,/api/v1/timeseries/9/
284,2019-09-04,29639702.0,6.058,/api/v1/timeseries/9/
285,2019-09-05,28721216.0,6.072,/api/v1/timeseries/9/
286,2019-09-06,26677187.0,6.074,/api/v1/timeseries/9/
287,2019-09-07,25835389.0,6.103,/api/v1/timeseries/9/
288,2019-09-08,27260692.0,6.075,/api/v1/timeseries/9/
289,2019-09-09,27744345.0,6.070,/api/v1/timeseries/9/
290,2019-09-10,27406731.0,6.076,/api/v1/timeseries/9/
291,2019-09-11,28153248.0,6.093,/api/v1/timeseries/9/
292,2019-09-12,27257613.0,6.089,/api/v1/timeseries/9/
293,2019-09-13,25929600.0,6.075,/api/v1/timeseries/9/
294,2019-09-14,25247224.0,6.079,/api/v1/timeseries/9/
295,2019-09-15,27144269.0,6.073,/api/v1/timeseries/9/
296,2019-09-16,28742257.0,6.070,/api/v1/timeseries/9/
297,2019-09-17,28801976.0,6.070,/api/v1/timeseries/9/
298,2019-09-18,29230675.0,6.054,/api/v1/timeseries/9/
299,2019-09-19,28461274.0,6.045,/api/v1/timeseries/9/
300,2019-09-20,26779397.0,6.069,/api/v1/timeseries/9/
301,2019-09-21,27271613.0,6.043,/api/v1/timeseries/9/
302,2019-09-22,29762365.0,6.030,/api/v1/timeseries/9/
303,2019-09-23,30185103.0,6.038,/api/v1/timeseries/9/
304,2019-09-24,32165730.0,6.040,/api/v1/timeseries/9/
305,2019-09-25,31024035.0,6.064,/api/v1/timeseries/9/
306,2019-09-26,31199877.0,6.046,/api/v1/timeseries/9/
307,2019-09-27,28711580.0,6.067,/api/v1/timeseries/9/
308,2019-09-28,27421625.0,6.043,/api/v1/timeseries/9/
309,2019-09-29,28950330.0,6.045,/api/v1/timeseries/9/
310,2019-09-30,28905898.0,6.062,/api/v1/timeseries/9/
311,2019-10-01,26445072.0,6.053,/api/v1/timeseries/9/
312,2019-10-02,26313864.0,6.056,/api/v1/timeseries/9/
313,2019-10-03,25815932.0,6.068,/api/v1/timeseries/9/
314,2019-10-04,24369245.0,6.066,/api/v1/timeseries/9/
315,2019-10-05,23076008.0,6.057,/api/v1/timeseries/9/
316,2019-10-06,26028527.0,6.069,/api/v1/timeseries/9/
317,2019-10-07,26648839.0,6.076,/api/v1/timeseries/9/
318,2019-10-08,27497797.0,6.055,/api/v1/timeseries/9/
319,2019-10-09,28245603.0,6.043,/api/v1/timeseries/9/
320,2019-10-10,27145776.0,6.075,/api/v1/timeseries/9/
